receipt_no,trx_date,product_name,qty,subtotal,payment_method
DOM-VAR-202602-1519,"2026-02-20 17:53:00","Salted Caramel Macchiato",3,288000,CASH
DOM-VAR-202602-1520,"2026-02-04 14:24:00","Scottish Latte",3,252000,QRIS
DOM-VAR-202602-1520,"2026-02-04 14:24:00","Tropical Punch",1,82000,QRIS
DOM-VAR-202602-1521,"2026-02-13 15:11:00","Mr. P! Nuts",3,306000,QRIS
DOM-VAR-202602-1521,"2026-02-13 15:11:00","Kopi Latte",2,132000,QRIS
DOM-VAR-202602-1522,"2026-02-25 15:46:00","Scottish Latte",1,84000,DEBIT
DOM-VAR-202602-1522,"2026-02-25 15:46:00","Tropical Punch",1,82000,DEBIT
DOM-VAR-202602-1523,"2026-02-11 11:38:00","Cheese Croquette Balls",1,66000,CASH
DOM-VAR-202602-1523,"2026-02-11 11:38:00","Cheese Croquette Balls",2,132000,CASH
DOM-VAR-202602-1524,"2026-02-01 21:05:00","Lemon Tea",1,66000,CASH
DOM-VAR-202602-1524,"2026-02-01 21:05:00","Spaghetti Bolognese",3,252000,CASH
DOM-VAR-202602-1525,"2026-02-15 14:11:00","Red Velvet",2,148000,CASH
DOM-VAR-202602-1526,"2026-02-18 09:58:00","Choco Loco",1,84000,CASH
DOM-VAR-202602-1526,"2026-02-18 09:58:00","Spaghetti Carbonara",2,184000,CASH
DOM-VAR-202602-1527,"2026-02-27 20:05:00","Choco Loco",1,84000,QRIS
DOM-VAR-202602-1527,"2026-02-27 20:05:00","Salted Caramel Macchiato",3,288000,QRIS
DOM-VAR-202602-1528,"2026-02-05 21:41:00","Cheese Croquette Balls",3,198000,DEBIT
DOM-VAR-202602-1529,"2026-02-12 16:52:00","Mayo Karaage Rice",3,312000,CASH
DOM-VAR-202602-1530,"2026-02-25 10:59:00","Red Velvet",1,74000,QRIS
DOM-VAR-202602-1530,"2026-02-25 10:59:00","Lychee Tea",2,132000,QRIS
DOM-VAR-202602-1531,"2026-02-23 13:49:00","Roti Bakar",3,156000,QRIS
DOM-VAR-202602-1532,"2026-02-04 15:07:00","Roti Bakar",3,156000,CASH
DOM-VAR-202602-1533,"2026-02-08 09:54:00","Al Fresco Nachos",3,234000,DEBIT
DOM-VAR-202602-1534,"2026-02-07 20:45:00","Churro Bites",3,198000,DEBIT
DOM-VAR-202602-1535,"2026-02-11 17:15:00","Double Shaken Espresso",2,152000,QRIS
DOM-VAR-202602-1536,"2026-02-15 16:24:00","Pisang Gorengnya DOM",3,204000,QRIS
DOM-VAR-202602-1536,"2026-02-15 16:24:00","Candy Cane",1,102000,QRIS
DOM-VAR-202602-1537,"2026-02-15 13:27:00","Salted Caramel Macchiato",2,192000,CASH
DOM-VAR-202602-1538,"2026-02-02 10:02:00","Kopi Latte",2,132000,CASH
DOM-VAR-202602-1538,"2026-02-02 10:02:00","Sunset Sangria",1,82000,CASH
DOM-VAR-202602-1539,"2026-02-16 19:00:00","Spaghetti Bolognese",2,168000,QRIS
DOM-VAR-202602-1540,"2026-02-27 17:32:00","Ham Spaghetti Brulee",1,100000,QRIS
DOM-VAR-202602-1541,"2026-02-28 16:11:00","Violet Kalamansi",3,222000,DEBIT
DOM-VAR-202602-1542,"2026-02-20 20:19:00","Sunset Sangria",2,164000,QRIS
DOM-VAR-202602-1542,"2026-02-20 20:19:00","Spaghetti Bolognese",1,84000,QRIS
DOM-VAR-202602-1543,"2026-02-07 14:50:00","Tropical Punch",3,246000,QRIS
DOM-VAR-202602-1543,"2026-02-07 14:50:00","DOM's Original",2,132000,QRIS
DOM-VAR-202602-1544,"2026-02-21 21:00:00",Muppet,2,200000,QRIS
DOM-VAR-202602-1545,"2026-02-03 09:02:00","Mayo Karaage Rice",1,104000,DEBIT
DOM-VAR-202602-1545,"2026-02-03 09:02:00","Oriental Fried Rice",2,168000,DEBIT
DOM-VAR-202602-1546,"2026-02-19 21:22:00","Oriental Fried Rice",3,252000,QRIS
DOM-VAR-202602-1547,"2026-02-22 21:31:00","Strawberry Tea",1,66000,DEBIT
DOM-VAR-202602-1548,"2026-02-10 13:53:00","Al Fresco Nachos",1,78000,DEBIT
DOM-VAR-202602-1549,"2026-02-22 20:55:00","Mr. P! Nuts",2,204000,QRIS
DOM-VAR-202602-1550,"2026-02-14 13:36:00",Lotus,3,300000,CASH
DOM-VAR-202602-1551,"2026-02-22 12:10:00","Beef Aglio Olio",1,84000,CASH
DOM-VAR-202602-1551,"2026-02-22 12:10:00","Lemon Tea",2,132000,CASH
DOM-VAR-202602-1552,"2026-02-05 11:02:00","Kopi Latte",1,66000,CASH
DOM-VAR-202602-1552,"2026-02-05 11:02:00","Kampoeng Fried Rice",3,252000,CASH
DOM-VAR-202602-1553,"2026-02-28 15:36:00","Spaghetti Bolognese",1,84000,DEBIT
DOM-VAR-202602-1553,"2026-02-28 15:36:00","Lemon Tea",2,132000,DEBIT
DOM-VAR-202602-1554,"2026-02-19 15:40:00","Matcha Green Tea",2,200000,QRIS
DOM-VAR-202603-1555,"2026-03-19 17:27:00","Salted Caramel Macchiato",3,111000,QRIS
DOM-VAR-202603-1555,"2026-03-19 17:27:00","Taro Latte With Egg Pudding",3,97000,QRIS
DOM-VAR-202603-1556,"2026-03-05 15:18:00","Scottish Latte",3,97000,QRIS
DOM-VAR-202603-1556,"2026-03-05 15:18:00",Saltovino,1,34000,QRIS
DOM-VAR-202603-1557,"2026-03-23 19:54:00","Pisang Gorengnya DOM",3,78500,DEBIT
DOM-VAR-202603-1558,"2026-03-15 17:57:00","Pisang Gorengnya DOM",1,26500,QRIS
DOM-VAR-202603-1559,"2026-03-22 15:34:00","Hazelnut Latte",1,32500,DEBIT
DOM-VAR-202603-1560,"2026-03-19 21:50:00","Mayo Karaage Rice",1,40000,CASH
DOM-VAR-202603-1561,"2026-03-10 10:32:00","Beef Aglio Olio",3,97000,DEBIT
DOM-VAR-202603-1562,"2026-03-11 16:01:00",Americano,1,20000,CASH
DOM-VAR-202603-1563,"2026-03-12 12:06:00","Spaghetti Bolognese",2,65000,QRIS
DOM-VAR-202603-1563,"2026-03-12 12:06:00","French Fries & Sausage",2,51000,QRIS
DOM-VAR-202603-1564,"2026-03-08 11:37:00","Lemon Tea",1,25500,QRIS
DOM-VAR-202603-1565,"2026-03-17 17:45:00","Matcha Green Tea",1,38500,DEBIT
DOM-VAR-202603-1565,"2026-03-17 17:45:00","Churro Bites",1,25500,DEBIT
DOM-VAR-202603-1566,"2026-03-20 15:41:00","Lychee Tea",1,25500,QRIS
DOM-VAR-202603-1566,"2026-03-20 15:41:00","Bang Nana Yoghurt",1,40000,QRIS
DOM-VAR-202603-1567,"2026-03-22 11:56:00",Americano,2,40000,QRIS
DOM-VAR-202603-1568,"2026-03-22 11:55:00","Espresso On The Rock",2,51000,QRIS
DOM-VAR-202603-1568,"2026-03-22 11:55:00","Spaghetti Bolognese",3,97000,QRIS
DOM-VAR-202603-1569,"2026-03-06 11:42:00","Strawberry Tea",1,25500,QRIS
DOM-VAR-202603-1570,"2026-03-14 12:43:00","Cheese Croquette Balls",2,51000,DEBIT
DOM-VAR-202603-1571,"2026-03-02 13:32:00",Lotus,2,77000,DEBIT
DOM-VAR-202603-1571,"2026-03-02 13:32:00","Mr. P! Nuts",2,78500,DEBIT
DOM-VAR-202603-1572,"2026-03-06 10:29:00","Sub's Choice",3,106500,QRIS
DOM-VAR-202603-1572,"2026-03-06 10:29:00","Choco Loco",3,97000,QRIS
DOM-VAR-202603-1573,"2026-03-04 15:41:00","Lemon Tea",2,51000,QRIS
DOM-VAR-202603-1574,"2026-03-01 16:05:00","DOMS Wings",1,30000,CASH
DOM-VAR-202603-1574,"2026-03-01 16:05:00","Spaghetti Bolognese",1,32500,CASH
DOM-VAR-202603-1575,"2026-03-09 15:53:00","Choco Loco",2,65000,CASH
DOM-VAR-202603-1576,"2026-03-25 09:08:00","Chick N' Matah Rice",3,106500,QRIS
DOM-VAR-202603-1577,"2026-03-14 11:35:00","Hazelnut Latte",1,32500,CASH
DOM-VAR-202603-1577,"2026-03-14 11:35:00","Ham Spaghetti Brulee",1,38500,CASH
DOM-VAR-202603-1578,"2026-03-02 18:18:00","Berry Berry Good!",2,77000,CASH
DOM-VAR-202603-1579,"2026-03-12 17:19:00","Sub's Choice",3,106500,QRIS
DOM-VAR-202603-1579,"2026-03-12 17:19:00","French Fries & Sausage",1,25500,QRIS
DOM-VAR-202603-1580,"2026-03-07 18:07:00","DOMS Wings",2,60000,CASH
DOM-VAR-202603-1580,"2026-03-07 18:07:00","Bloody Mary",3,95000,CASH
DOM-VAR-202603-1581,"2026-03-25 12:23:00","DOMS Wings",2,60000,QRIS
DOM-VAR-202603-1582,"2026-03-23 16:04:00","Spaghetti Bolognese",2,65000,QRIS
DOM-VAR-202603-1582,"2026-03-23 16:04:00","Lychee Tea",1,25500,QRIS
DOM-VAR-202603-1583,"2026-03-14 18:22:00","Violet Kalamansi",1,28500,CASH
DOM-VAR-202603-1584,"2026-03-20 15:44:00","Taro Latte With Egg Pudding",3,97000,CASH
DOM-VAR-202603-1584,"2026-03-20 15:44:00","Lemon Tea",2,51000,CASH
DOM-VAR-202603-1585,"2026-03-06 13:43:00","Red Velvet",1,28500,QRIS
DOM-VAR-202603-1586,"2026-03-22 19:15:00",Americano,1,20000,DEBIT
DOM-VAR-202603-1586,"2026-03-22 19:15:00","Bang Nana Yoghurt",3,120000,DEBIT
DOM-VAR-202603-1587,"2026-03-12 10:17:00",Lotus,3,115500,QRIS
DOM-VAR-202603-1587,"2026-03-12 10:17:00","Matcha Green Tea",1,38500,QRIS
DOM-VAR-202603-1588,"2026-03-02 17:15:00","Strawberry Tea",1,25500,CASH
DOM-VAR-202603-1589,"2026-03-07 13:02:00","Violet Kalamansi",2,57000,DEBIT
DOM-VAR-202603-1589,"2026-03-07 13:02:00","Lemon Tea",2,51000,DEBIT
DOM-VAR-202603-1590,"2026-03-08 18:14:00","DOMS Wings",1,30000,DEBIT
DOM-VAR-202603-1590,"2026-03-08 18:14:00","Tropical Punch",3,95000,DEBIT
DOM-VAR-202603-1591,"2026-03-08 20:46:00","Espresso On The Rock",3,76500,CASH
DOM-VAR-202603-1592,"2026-03-13 14:53:00",Saltovino,1,34000,QRIS
DOM-VAR-202603-1592,"2026-03-13 14:53:00","Matcha Green Tea",2,77000,QRIS
DOM-VAR-202603-1593,"2026-03-21 17:15:00","Strawberry Tea",2,51000,QRIS
DOM-VAR-202603-1594,"2026-03-27 14:31:00","Cheese Croquette Balls",3,76500,CASH
DOM-VAR-202603-1595,"2026-03-07 10:54:00","Spaghetti Bolognese",3,97000,CASH
DOM-VAR-202603-1595,"2026-03-07 10:54:00","Chick N' Matah Rice",3,106500,CASH
DOM-VAR-202603-1596,"2026-03-28 10:16:00",Saltovino,1,34000,DEBIT
DOM-VAR-202603-1596,"2026-03-28 10:16:00","Sub's Choice",3,106500,DEBIT
DOM-VAR-202603-1597,"2026-03-23 12:22:00","Lychee Tea",2,51000,QRIS
DOM-VAR-202603-1598,"2026-03-18 17:31:00","Sunset Sangria",1,32000,CASH
DOM-VAR-202603-1599,"2026-03-03 11:13:00","Churro Bites",3,76500,QRIS
DOM-VAR-202603-1600,"2026-03-08 18:26:00","Ham Spaghetti Brulee",1,38500,DEBIT
DOM-VAR-202603-1600,"2026-03-08 18:26:00","Lemon Tea",1,25500,DEBIT
DOM-VAR-202603-1601,"2026-03-16 17:15:00","Strawberry Tea",2,51000,DEBIT
DOM-VAR-202603-1601,"2026-03-16 17:15:00","Taro Latte With Egg Pudding",3,97000,DEBIT
DOM-VAR-202603-1602,"2026-03-13 21:22:00","Kampoeng Fried Rice",1,32500,CASH
DOM-VAR-202603-1603,"2026-03-25 10:35:00","Berry Berry Good!",2,77000,QRIS
DOM-VAR-202603-1603,"2026-03-25 10:35:00","Bloody Mary",1,32000,QRIS
DOM-VAR-202603-1604,"2026-03-07 21:34:00","Al Fresco Nachos",1,30000,CASH
DOM-VAR-202603-1604,"2026-03-07 21:34:00","Oriental Fried Rice",3,97000,CASH
DOM-VAR-202603-1605,"2026-03-09 19:33:00","Caramel Latte",1,32500,QRIS
DOM-VAR-202603-1606,"2026-03-15 18:17:00","Bang Nana Yoghurt",2,80000,DEBIT
DOM-VAR-202603-1607,"2026-03-04 11:27:00","Strawberry Tea",2,51000,QRIS
DOM-VAR-202603-1608,"2026-03-01 19:44:00","Bang Nana Yoghurt",3,120000,QRIS
DOM-VAR-202603-1608,"2026-03-01 19:44:00","Spaghetti Carbonara",1,35500,QRIS
DOM-VAR-202603-1609,"2026-03-22 14:28:00","Roti Bakar",2,40000,DEBIT
DOM-VAR-202603-1610,"2026-03-07 13:04:00","Mayo Karaage Rice",1,40000,QRIS
DOM-VAR-202603-1611,"2026-03-05 14:14:00","Matcha Green Tea",3,115500,QRIS
DOM-VAR-202603-1611,"2026-03-05 14:14:00","Mayo Karaage Rice",1,40000,QRIS
DOM-VAR-202603-1612,"2026-03-23 10:56:00","Bang Nana Yoghurt",2,80000,CASH
DOM-VAR-202603-1613,"2026-03-24 09:23:00","Choco Loco",3,97000,DEBIT
DOM-VAR-202603-1613,"2026-03-24 09:23:00",Saltovino,3,102000,DEBIT
DOM-VAR-202603-1614,"2026-03-06 21:14:00","Matcha Green Tea",2,77000,QRIS
DOM-VAR-202603-1615,"2026-03-19 13:17:00","Taro Latte With Egg Pudding",2,65000,DEBIT
DOM-VAR-202603-1616,"2026-03-15 18:12:00","Churro Bites",2,51000,QRIS
DOM-VAR-202603-1616,"2026-03-15 18:12:00","French Fries & Sausage",1,25500,QRIS
DOM-VAR-202603-1617,"2026-03-04 17:33:00","Mr. P! Nuts",2,78500,CASH
DOM-VAR-202603-1617,"2026-03-04 17:33:00","Spaghetti Carbonara",3,106500,CASH
DOM-VAR-202603-1618,"2026-03-16 15:19:00",Chocolate,3,83500,QRIS
DOM-VAR-202603-1618,"2026-03-16 15:19:00","Lychee Tea",1,25500,QRIS
DOM-VAR-202603-1619,"2026-03-05 19:56:00","Churro Bites",2,51000,QRIS
DOM-VAR-202603-1620,"2026-03-27 19:17:00",Lotus,2,77000,CASH
DOM-VAR-202603-1621,"2026-03-09 18:45:00","Caramel Latte",2,65000,CASH
DOM-VAR-202603-1621,"2026-03-09 18:45:00","French Fries & Sausage",2,51000,CASH
DOM-VAR-202603-1622,"2026-03-07 20:38:00","Matcha Green Tea",3,115500,QRIS
DOM-VAR-202603-1623,"2026-03-12 13:58:00","French Fries & Sausage",3,76500,QRIS
DOM-VAR-202603-1624,"2026-03-19 21:50:00","Lychee Tea",2,51000,QRIS
DOM-VAR-202603-1624,"2026-03-19 21:50:00","Ham Spaghetti Brulee",2,77000,QRIS
DOM-VAR-202603-1625,"2026-03-03 13:46:00","Cheese Croquette Balls",2,51000,DEBIT
DOM-VAR-202603-1626,"2026-03-28 21:14:00","Hazelnut Latte",2,65000,QRIS
DOM-VAR-202603-1627,"2026-03-23 11:10:00","Salted Egg Pop Chicken",1,45500,QRIS
DOM-VAR-202603-1627,"2026-03-23 11:10:00","Cheese Croquette Balls",1,25500,QRIS
DOM-VAR-202603-1628,"2026-03-23 09:47:00",Americano,1,20000,DEBIT
DOM-VAR-202603-1629,"2026-03-24 10:00:00",Chocolate,3,83500,DEBIT
DOM-VAR-202603-1630,"2026-03-12 11:31:00","Espresso On The Rock",2,51000,QRIS
DOM-VAR-202603-1631,"2026-03-05 11:33:00","Berry Berry Good!",3,115500,CASH
DOM-VAR-202603-1631,"2026-03-05 11:33:00","French Fries & Sausage",1,25500,CASH
DOM-VAR-202603-1632,"2026-03-16 12:19:00","Espresso On The Rock",2,51000,DEBIT
DOM-VAR-202603-1633,"2026-03-24 11:22:00",Americano,2,40000,QRIS
DOM-VAR-202603-1633,"2026-03-24 11:22:00","Mayo Karaage Rice",1,40000,QRIS
DOM-VAR-202603-1634,"2026-03-13 14:43:00","DOMS Wings",3,90000,DEBIT
DOM-VAR-202603-1635,"2026-03-19 10:44:00","Violet Kalamansi",2,57000,CASH
DOM-VAR-202603-1635,"2026-03-19 10:44:00","Spaghetti Carbonara",2,71000,CASH
DOM-VAR-202603-1636,"2026-03-13 20:09:00","Spaghetti Bolognese",3,97000,CASH
DOM-VAR-202603-1637,"2026-03-14 15:16:00","Matcha Green Tea",3,115500,CASH
DOM-VAR-202603-1638,"2026-03-08 16:12:00","Matcha Green Tea",2,77000,QRIS
DOM-VAR-202603-1638,"2026-03-08 16:12:00","Bloody Mary",1,32000,QRIS
DOM-VAR-202603-1639,"2026-03-13 11:49:00","Strawberry Tea",1,25500,CASH
DOM-VAR-202603-1639,"2026-03-13 11:49:00","Sunset Sangria",1,32000,CASH
DOM-VAR-202603-1640,"2026-03-19 14:06:00","Violet Kalamansi",3,85500,CASH
DOM-VAR-202603-1640,"2026-03-19 14:06:00","Cheese Croquette Balls",3,76500,CASH
DOM-VAR-202603-1641,"2026-03-10 16:44:00","Bloody Mary",3,95000,DEBIT
DOM-VAR-202603-1641,"2026-03-10 16:44:00","Violet Kalamansi",3,85500,DEBIT
DOM-VAR-202603-1642,"2026-03-10 21:37:00","Mr. P! Nuts",2,78500,QRIS
DOM-VAR-202603-1642,"2026-03-10 21:37:00","Bloody Mary",2,63500,QRIS
DOM-VAR-202603-1643,"2026-03-03 17:39:00","Red Velvet",1,28500,CASH
DOM-VAR-202603-1643,"2026-03-03 17:39:00","Lychee Tea",3,76500,CASH
DOM-VAR-202603-1644,"2026-03-12 11:20:00","Sunset Sangria",3,95000,CASH
DOM-VAR-202603-1645,"2026-03-19 20:43:00","Choco Loco",1,32500,CASH
DOM-VAR-202603-1645,"2026-03-19 20:43:00",Chocolate,2,55500,CASH
DOM-VAR-202603-1646,"2026-03-16 13:20:00",Chocolate,2,55500,QRIS
DOM-VAR-202603-1647,"2026-03-18 13:14:00","French Fries & Sausage",3,76500,DEBIT
DOM-VAR-202603-1647,"2026-03-18 13:14:00","Salted Caramel Macchiato",1,37000,DEBIT
DOM-VAR-202603-1648,"2026-03-04 18:13:00","DOM's Original",1,25500,QRIS
DOM-VAR-202603-1648,"2026-03-04 18:13:00","Oriental Fried Rice",1,32500,QRIS
DOM-VAR-202603-1649,"2026-03-19 12:01:00","DOMS Wings",1,30000,QRIS
DOM-VAR-202603-1649,"2026-03-19 12:01:00",Muppet,1,38500,QRIS
DOM-VAR-202603-1650,"2026-03-13 17:01:00","Red Velvet",1,28500,QRIS
DOM-VAR-202603-1651,"2026-03-02 15:50:00","Spaghetti Carbonara",1,35500,DEBIT
DOM-VAR-202603-1651,"2026-03-02 15:50:00","Caramel Latte",2,65000,DEBIT
DOM-VAR-202603-1652,"2026-03-07 11:05:00","Mr. P! Nuts",2,78500,QRIS
DOM-VAR-202603-1653,"2026-03-03 13:47:00","Violet Kalamansi",1,28500,CASH
DOM-VAR-202603-1654,"2026-03-03 18:38:00","Ham Spaghetti Brulee",1,38500,DEBIT
DOM-VAR-202603-1655,"2026-03-18 14:00:00","Scottish Latte",1,32500,QRIS
DOM-VAR-202603-1656,"2026-03-01 15:15:00",Saltovino,1,34000,CASH
DOM-VAR-202603-1657,"2026-03-07 19:51:00","Cheese Croquette Balls",1,25500,DEBIT
DOM-VAR-202603-1657,"2026-03-07 19:51:00","Scottish Latte",1,32500,DEBIT
DOM-VAR-202603-1658,"2026-03-19 12:34:00","Berry Berry Good!",3,115500,CASH
DOM-VAR-202603-1658,"2026-03-19 12:34:00","DOM's Original",3,76500,CASH
DOM-VAR-202603-1659,"2026-03-28 09:20:00","Churro Bites",3,76500,DEBIT
DOM-VAR-202603-1660,"2026-03-10 21:29:00","Chick N' Matah Rice",3,106500,DEBIT
DOM-VAR-202603-1661,"2026-03-05 12:12:00","Caramel Latte",3,97000,DEBIT
DOM-VAR-202603-1662,"2026-03-04 10:56:00","Hazelnut Latte",3,97000,DEBIT
DOM-VAR-202603-1662,"2026-03-04 10:56:00","Pisang Gorengnya DOM",3,78500,DEBIT
DOM-VAR-202603-1663,"2026-03-20 16:53:00",Lotus,1,38500,DEBIT
DOM-VAR-202603-1663,"2026-03-20 16:53:00",Lotus,2,77000,DEBIT
DOM-VAR-202603-1664,"2026-03-14 09:16:00","Bang Nana Yoghurt",1,40000,QRIS
DOM-VAR-202603-1664,"2026-03-14 09:16:00","Double Shaken Espresso",1,29500,QRIS
DOM-VAR-202603-1665,"2026-03-03 13:17:00","Al Fresco Nachos",1,30000,QRIS
DOM-VAR-202604-1666,"2026-04-19 11:17:00","Lychee Tea",1,19500,CASH
DOM-VAR-202604-1666,"2026-04-19 11:17:00","Kampoeng Fried Rice",2,49500,CASH
DOM-VAR-202604-1667,"2026-04-20 14:04:00","Pisang Gorengnya DOM",3,60000,QRIS
DOM-VAR-202604-1668,"2026-04-18 09:45:00","Bloody Mary",1,24500,DEBIT
DOM-VAR-202604-1668,"2026-04-18 09:45:00","Al Fresco Nachos",3,69000,DEBIT
DOM-VAR-202604-1669,"2026-04-20 18:53:00","DOMS Wings",1,23000,CASH
DOM-VAR-202604-1669,"2026-04-20 18:53:00","Candy Cane",2,60000,CASH
DOM-VAR-202604-1670,"2026-04-03 21:01:00","Oriental Fried Rice",1,25000,DEBIT
DOM-VAR-202604-1670,"2026-04-03 21:01:00","Roti Bakar",1,15500,DEBIT
DOM-VAR-202604-1671,"2026-04-25 20:59:00","Bloody Mary",2,48500,DEBIT
DOM-VAR-202604-1671,"2026-04-25 20:59:00","Kopi Latte",2,39000,DEBIT
DOM-VAR-202604-1672,"2026-04-02 09:38:00","Kopi Latte",1,19500,QRIS
DOM-VAR-202604-1672,"2026-04-02 09:38:00","Salted Caramel Macchiato",3,85000,QRIS
DOM-VAR-202604-1673,"2026-04-10 17:24:00","Beef Aglio Olio",1,25000,QRIS
DOM-VAR-202604-1673,"2026-04-10 17:24:00","Salted Egg Pop Chicken",2,69500,QRIS
DOM-VAR-202604-1674,"2026-04-18 14:59:00",Saltovino,1,26000,QRIS
DOM-VAR-202604-1675,"2026-04-23 11:58:00",Muppet,3,88500,CASH
DOM-VAR-202604-1675,"2026-04-23 11:58:00","Kopi Latte",3,58500,CASH
DOM-VAR-202604-1676,"2026-04-15 15:21:00","Lychee Tea",2,39000,DEBIT
DOM-VAR-202604-1677,"2026-04-16 15:46:00","Bloody Mary",1,24500,DEBIT
DOM-VAR-202604-1677,"2026-04-16 15:46:00","Scottish Latte",1,25000,DEBIT
DOM-VAR-202604-1678,"2026-04-01 19:20:00","Taro Latte With Egg Pudding",1,25000,QRIS
DOM-VAR-202604-1678,"2026-04-01 19:20:00","Espresso On The Rock",1,19500,QRIS
DOM-VAR-202604-1679,"2026-04-06 18:36:00","Al Fresco Nachos",3,69000,DEBIT
DOM-VAR-202604-1680,"2026-04-23 10:15:00","Mr. P! Nuts",3,90000,CASH
DOM-VAR-202604-1681,"2026-04-19 10:08:00","Matcha Green Tea",1,29500,QRIS
DOM-VAR-202604-1682,"2026-04-05 09:46:00","Lychee Tea",2,39000,QRIS
DOM-VAR-202604-1682,"2026-04-05 09:46:00","Candy Cane",2,60000,QRIS
DOM-VAR-202604-1683,"2026-04-15 15:53:00","Violet Kalamansi",1,22000,DEBIT
DOM-VAR-202604-1683,"2026-04-15 15:53:00","Al Fresco Nachos",2,46000,DEBIT
DOM-VAR-202604-1684,"2026-04-15 18:20:00","Sunset Sangria",1,24500,DEBIT
DOM-VAR-202604-1685,"2026-04-01 19:11:00","Violet Kalamansi",3,65500,QRIS
DOM-VAR-202604-1685,"2026-04-01 19:11:00",Saltovino,2,52000,QRIS
DOM-VAR-202604-1686,"2026-04-09 18:28:00","Caramel Latte",3,74500,CASH
DOM-VAR-202604-1686,"2026-04-09 18:28:00","Matcha Green Tea",1,29500,CASH
DOM-VAR-202604-1687,"2026-04-19 11:33:00","Red Velvet",1,22000,QRIS
DOM-VAR-202604-1687,"2026-04-19 11:33:00","Kampoeng Fried Rice",3,74500,QRIS
DOM-VAR-202604-1688,"2026-04-13 16:02:00","Mr. P! Nuts",1,30000,DEBIT
DOM-VAR-202604-1688,"2026-04-13 16:02:00","Pisang Gorengnya DOM",2,40000,DEBIT
DOM-VAR-202604-1689,"2026-04-07 11:49:00","Kopi Latte",3,58500,CASH
DOM-VAR-202604-1690,"2026-04-18 21:56:00","Churro Bites",1,19500,DEBIT
DOM-VAR-202604-1690,"2026-04-18 21:56:00","Espresso On The Rock",1,19500,DEBIT
DOM-VAR-202604-1691,"2026-04-02 20:19:00","Kopi Latte",2,39000,QRIS
DOM-VAR-202604-1692,"2026-04-14 21:06:00","Cheese Croquette Balls",2,39000,CASH
DOM-VAR-202604-1692,"2026-04-14 21:06:00","Bang Nana Yoghurt",2,61500,CASH
DOM-VAR-202604-1693,"2026-04-09 16:04:00","DOMS Wings",1,23000,QRIS
DOM-VAR-202604-1694,"2026-04-19 21:39:00","Matcha Green Tea",1,29500,CASH
DOM-VAR-202604-1695,"2026-04-04 10:16:00","Salted Egg Pop Chicken",2,69500,QRIS
DOM-VAR-202604-1695,"2026-04-04 10:16:00","Espresso On The Rock",3,58500,QRIS
DOM-VAR-202604-1696,"2026-04-25 12:47:00","Candy Cane",3,90000,CASH
DOM-VAR-202604-1697,"2026-04-17 10:15:00","Tropical Punch",1,24500,CASH
DOM-VAR-202604-1698,"2026-04-08 19:25:00","Roti Bakar",3,46000,QRIS
DOM-VAR-202604-1699,"2026-04-14 11:56:00",Lotus,2,59000,QRIS
DOM-VAR-202604-1700,"2026-04-26 10:27:00","Roti Bakar",2,31000,QRIS
DOM-VAR-202604-1701,"2026-04-27 13:57:00","Sub's Choice",3,81500,DEBIT
DOM-VAR-202604-1702,"2026-04-22 14:22:00","Bloody Mary",3,72500,CASH
DOM-VAR-202604-1703,"2026-04-10 09:55:00","Ham Spaghetti Brulee",1,29500,CASH
DOM-VAR-202604-1703,"2026-04-10 09:55:00","Churro Bites",3,58500,CASH
DOM-VAR-202604-1704,"2026-04-23 18:44:00",Chocolate,1,21500,QRIS
DOM-VAR-202604-1704,"2026-04-23 18:44:00",Lotus,1,29500,QRIS
DOM-VAR-202604-1705,"2026-04-10 20:29:00",Lotus,1,29500,CASH
DOM-VAR-202604-1706,"2026-04-15 09:15:00","Spaghetti Bolognese",1,25000,QRIS
DOM-VAR-202604-1706,"2026-04-15 09:15:00","Red Velvet",1,22000,QRIS
DOM-VAR-202604-1707,"2026-04-06 13:09:00","Mr. P! Nuts",2,60000,DEBIT
DOM-VAR-202604-1708,"2026-04-04 19:54:00","Hazelnut Latte",3,74500,CASH
DOM-VAR-202604-1709,"2026-04-18 14:26:00","Bloody Mary",2,48500,DEBIT
DOM-VAR-202604-1710,"2026-04-23 17:38:00","Roti Bakar",1,15500,QRIS
DOM-VAR-202604-1711,"2026-04-03 16:44:00","Tropical Punch",3,72500,DEBIT
DOM-VAR-202604-1711,"2026-04-03 16:44:00","Salted Egg Pop Chicken",2,69500,DEBIT
DOM-VAR-202604-1712,"2026-04-25 19:33:00","Espresso On The Rock",2,39000,QRIS
DOM-VAR-202604-1712,"2026-04-25 19:33:00","Scottish Latte",1,25000,QRIS
DOM-VAR-202604-1713,"2026-04-12 14:34:00","Lemon Tea",3,58500,CASH
DOM-VAR-202604-1714,"2026-04-02 14:01:00","Cheese Croquette Balls",1,19500,DEBIT
DOM-VAR-202604-1714,"2026-04-02 14:01:00","Lychee Tea",2,39000,DEBIT
DOM-VAR-202604-1715,"2026-04-05 17:45:00","Berry Berry Good!",1,29500,QRIS
DOM-VAR-202604-1715,"2026-04-05 17:45:00","Spaghetti Carbonara",2,54500,QRIS
DOM-VAR-202604-1716,"2026-04-19 14:02:00",Americano,3,46000,QRIS
DOM-VAR-202604-1717,"2026-04-24 14:41:00","Beef Aglio Olio",1,25000,QRIS
